Patch Colors
9, 0, 55
-9, 4, 55
-1, -10, 55
3, 0, 55
-9, 11, 55
4, -15, 55
0, 6, 55
14, -3, 55
-16, 9, 55
10, -12, 55
12, -6, 55
13, 2, 55
8, -10, 105
-12, -3, 55
-13, 5, 55
4, -3, 55
16, -13, 55
5, -3, 55
-1, -4, 55
9, -16, 55
-12, 9, 55
-9, -8, 55
12, -15, 55
-15, -2, 0
1, -7, 55
-10, 16, 55
1, -4, 0
14, 8, 55
-11, -8, 55
8, 16, 55
-13, 2, 55
-7, 3, 55
12, 4, 55
8, -9, 55
-11, 0, 55
7, -10, 55
10, -5, 55
-1, -12, 55
2, -12, 0
-4, -9, 55
15, -1, 55
0, -5, 55
5, 1, 55
-8, 11, 55
7, 16, 55
-4, -2, 55
7, -3, 55
-16, -16, 55
13, -9, 55
1, -14, 55
9, 16, 55
-4, 8, 55
-7, -9, 55
15, 9, 55
-8, 15, 55
8, -7, 55
10, -1, 55
-10, 1, 55
5, 11, 55
14, -7, 55
-2, 11, 55
10, -11, 55
-8, 8, 55
0, 15, 55
-12, 16, 55
12, 9, 55
6, -15, 55
7, -11, 55
3, -13, 55
10, -10, 55
1, 7, 0
-5, 11, 55
-6, 5, 55
6, 6, 55
7, 6, 55
-1, -15, 55
-12, 13, 55
-5, 2, 55
-5, 3, 55
10, 15, 55
1, -13, 55
6, 2, 55
-9, 6, 0
8, 11, 55
-9, -14, 55
10, 7, 55
12, -13, 0
3, 14, 55
-11, 10, 55
-6, -15, 55
-7, 12, 55
-1, 0, 55
13, 6, 55
-3, -7, 55
-12, -6, 55
15, 5, 55
15, -7, 55
4, 7, 55
8, 15, 0
-7, -15, 55
1, -16, 55
-6, 0, 55
13, -13, 0
0, 14, 55
-16, -3, 55
-6, -14, 55
3, 13, 0
10, 4, 55
-16, -14, 55
-4, -15, 55
11, 15, 55
7, 1, 55
-3, -15, 55
-10, -1, 55
-16, 14, 55
10, -14, 55
1, -1, 55
15, -11, 55
11, 10, 55
-9, 9, 55
10, -13, 55
16, 8, 55
-14, -9, 55
5, -15, 55
1, 10, 55
-12, -8, 55
-14, 12, 55
3, 10, 55
4, 9, 55
10, 12, 55
-8, -15, 55
2, 11, 55
13, -7, 55
-14, -5, 55
7, -12, 105
5, 7, 55
1, -10, 0
-13, 4, 105
8, 13, 55
-3, 16, 55
-16, 10, 115
14, -15, 55
7, -6, 55
8, 6, 55
-14, 5, 55
-12, -9, 55
-1, 4, 55
-12, 8, 55
-4, 2, 55
9, -12, 55
16, 11, 0
-12, 15, 55
-12, 3, 55
9, -10, 0
1, -9, 55
16, -16, 55
6, -3, 55
14, 11, 55
0, 9, 55
-16, -6, 55
3, -4, 0
-1, -16, 55
3, -8, 55
10, 10, 55
15, 16, 0
7, 4, 55
15, -6, 55
-14, -8, 55
-5, 13, 55
10, -7, 55
-16, 11, 0
10, 5, 55
-13, -8, 55
-6, -5, 55
5, -6, 55
-7, 16, 55
-1, -7, 55
-9, -1, 55
-9, -13, 55
-5, 4, 55
-1, -2, 55
-4, -3, 55
7, -16, 55
7, 5, 55
-1, 1, 0
12, -14, 55
14, -16, 55
14, 16, 55
8, 0, 55
14, 15, 55
6, -8, 55
-11, 8, 55
11, 5, 55
-2, -14, 55
-2, -15, 55
3, 15, 55
4, 0, 55
-16, 7, 55
-6, -12, 0
-15, 11, 55
10, 6, 55
-15, 3, 55
4, -14, 55
-5, 8, 55
2, 16, 55
-15, 7, 55
-8, -14, 55
12, -7, 55
13, -1, 55
-1, -8, 55
-16, -4, 55
-15, 4, 55
-7, 10, 55
-10, 15, 0
-4, -14, 105
8, 1, 55
-2, -3, 55
13, 7, 55
-12, 5, 55
13, -3, 55
5, -8, 55
0, -8, 55
12, -9, 55
-4, -8, 55
-2, 5, 55
15, 6, 55
-15, 13, 55
-3, 5, 55
5, -1, 0
9, -8, 55
15, -12, 0
6, 3, 55
12, -11, 55
-8, 5, 55
15, 12, 55
12, 11, 55
4, 6, 55
-4, 16, 55
-11, -16, 55
-15, 2, 55
-3, -13, 55
11, -14, 55
9, 5, 55
-6, 16, 55
11, 16, 55
4, 1, 55
12, -16, 55
-12, -16, 55
-11, 14, 55
-16, 15, 55
-6, 4, 55
-12, -12, 55
-1, 7, 0
-2, -5, 55
2, 2, 0
15, 7, 55
4, 13, 55
-10, -5, 55
6, -13, 0
6, 14, 55
1, -2, 55
0, -4, 55
-16, 12, 55
-11, -4, 55
4, 16, 55
-16, 1, 55
15, 13, 55
8, -4, 55
-2, -7, 55
-13, 13, 55
0, -12, 55
-4, 10, 55
-4, -16, 55
9, -2, 55
-10, -6, 55
1, 15, 55
3, 4, 55
13, 11, 55
6, -11, 55
-11, 11, 0
-9, -11, 55
16, 10, 55
-2, 2, 55
-5, -1, 55
13, -2, 55
9, 7, 55
6, -2, 55
16, -1, 55
11, -7, 55
-9, 1, 55
2, 4, 55
-13, -5, 55
-10, -13, 55
14, 1, 55
-10, -7, 55
-10, 2, 55
16, 12, 55
-9, -12, 55
7, 10, 55
-11, -13, 55
5, 6, 55
-4, 7, 55
-6, -4, 55
-12, -15, 55
-6, -8, 55
9, -5, 55
8, 7, 0
13, 15, 55
-9, 7, 55
-2, -1, 55
15, -15, 55
-7, 2, 55
2, -11, 55
-12, -5, 55
-7, -13, 55
4, -4, 55
9, 10, 55
-4, 3, 55
-9, 16, 55
-1, 5, 55
-10, 12, 105
-4, 4, 55
11, -10, 55
0, 13, 55
-2, 12, 55
9, 6, 55
-8, -9, 55
-14, 3, 55
12, 0, 0
-14, 10, 55
12, 5, 55
-5, 6, 55
-9, 2, 55
-7, -14, 55
-8, 0, 55
-11, -9, 55
-12, 14, 55
-10, -15, 0
3, 1, 55
-2, -16, 55
2, 1, 55
11, 2, 55
4, 8, 55
9, -1, 55
-7, -1, 55
12, 7, 55
-14, -13, 55
6, -14, 105
-11, -5, 55
-14, 11, 55
-14, 9, 55
4, 2, 55
0, -3, 55
12, 6, 0
4, -16, 55
-11, 15, 55
-8, -8, 55
0, -11, 55
-1, 10, 55
4, -13, 55
11, -8, 55
10, 9, 105
13, -8, 55
-16, -10, 55
-6, -10, 55
15, -16, 55
-4, 1, 0
16, -12, 55
-1, 2, 55
5, -5, 55
6, 7, 55
-5, 9, 55
-8, -11, 55
-15, -6, 55
15, -14, 55
9, -7, 55
-7, 14, 0
13, 4, 0
13, -6, 55
8, 10, 55
15, -4, 55
-4, -10, 0
1, 8, 55
-16, -12, 55
16, -9, 55
-13, -12, 55
-8, -13, 55
-3, 7, 55
7, -1, 55
-1, 16, 55
-13, -6, 55
-2, 13, 0
-1, 11, 55
15, 10, 55
-10, 10, 55
-2, -11, 55
13, -4, 55
16, -10, 55
-11, 6, 55
-7, -8, 55
5, -9, 55
16, 9, 55
12, -2, 55
-4, -4, 55
13, -5, 0
9, -15, 55
-11, 16, 55
-10, -8, 55
1, 12, 55
7, -14, 55
-14, -16, 55
-13, 15, 55
7, -7, 55
-12, -11, 55
-4, -13, 105
0, 8, 55
-4, 14, 55
11, -5, 55
11, 9, 55
10, 2, 55
-5, 14, 55
-2, 15, 55
12, 2, 55
3, -14, 105
-3, -10, 55
-1, -14, 55
5, 0, 55
11, 7, 55
16, 2, 55
2, 6, 55
1, 2, 55
1, -12, 55
-4, -12, 55
0, -16, 55
7, -13, 55
12, 16, 55
5, -7, 55
3, 7, 55
14, 13, 55
2, -6, 55
6, -6, 55
-4, -5, 55
2, 3, 55
10, 11, 55
14, -1, 55
-2, -6, 55
-5, -13, 55
-13, -3, 55
2, -1, 55
12, 3, 55
2, 12, 55
-7, -3, 0
-4, -7, 55
-10, -10, 55
-14, 15, 55
-5, -5, 55
5, 14, 55
-8, 12, 55
-4, 9, 55
4, 15, 55
-3, 0, 55
-15, -14, 55
12, -3, 55
11, 14, 55
-1, -11, 55
-5, -3, 105
8, -11, 55
8, -8, 55
-14, -7, 0
16, -6, 55
12, -1, 55
-11, -10, 55
-3, -4, 55
2, -10, 55
9, 13, 55
-2, 0, 55
16, -3, 55
-13, 14, 55
16, 1, 55
-3, 3, 55
14, 14, 0
4, -11, 105
9, 14, 55
2, -9, 55
0, -2, 55
4, -2, 55
2, 8, 55
14, 3, 55
-4, -11, 55
2, 13, 55
-16, -15, 55
-4, 0, 55
12, -4, 55
15, -3, 55
-12, -13, 55
4, 4, 55
14, 2, 55
12, 1, 55
15, 15, 55
Start of Operation
Battery Percentage: 100%
Robot position is (-16, 16)
Battery Percentage: 100%
Robot position is (-16, 15)
Battery Percentage: 100%
Robot position is (-15, 15)
Battery Percentage: 100%
Unhealthy plant at (-14, 14)
Robot position is (-14, 15)
Battery Percentage: 100%
Robot position is (-13, 15)
Battery Percentage: 100%
Robot position is (-12, 15)
Battery Percentage: 100%
Robot position is (-11, 15)
Battery Percentage: 100%
Robot position is (-11, 14)
Battery Percentage: 100%
Robot position is (-10, 14)
Battery Percentage: 100%
Healthy plant at (-10, 12)
Robot position is (-10, 13)
Battery Percentage: 100%
Robot position is (-10, 12)
Battery Percentage: 100%
Robot position is (-10, 11)
Battery Percentage: 100%
Robot position is (-10, 10)
Battery Percentage: 100%
Robot position is (-10, 9)
Battery Percentage: 100%
Robot position is (-10, 8)
Battery Percentage: 100%
Healthy plant at (-11, 7)
Robot position is (-10, 7)
Battery Percentage: 100%
Robot position is (-10, 6)
Battery Percentage: 100%
Robot position is (-10, 5)
Battery Percentage: 100%
Robot position is (-10, 4)
Battery Percentage: 100%
Robot position is (-10, 3)
Battery Percentage: 100%
Robot position is (-10, 2)
Battery Percentage: 100%
Robot position is (-10, 1)
Battery Percentage: 100%
Unhealthy plant at (-9, 0)
Robot position is (-9, 1)
Battery Percentage: 100%
Unhealthy plant at (-8, 2)
Robot position is (-8, 1)
Battery Percentage: 100%
Robot position is (-7, 1)
Battery Percentage: 100%
Robot position is (-7, 0)
Battery Percentage: 100%
Robot position is (-6, 0)
Battery Percentage: 100%
Robot position is (-5, 0)
Battery Percentage: 100%
Robot position is (-5, -1)
Battery Percentage: 100%
Healthy plant at (-5, -3)
Robot position is (-5, -2)
Battery Percentage: 100%
Robot position is (-5, -3)
Battery Percentage: 100%
Robot position is (-5, -4)
Battery Percentage: 100%
Robot position is (-4, -4)
Battery Percentage: 100%
Robot position is (-3, -4)
Battery Percentage: 100%
Robot position is (-3, -5)
Battery Percentage: 100%
Robot position is (-3, -6)
Battery Percentage: 100%
Robot position is (-3, -7)
Battery Percentage: 100%
Robot position is (-2, -7)
Battery Percentage: 100%
Robot position is (-1, -7)
Battery Percentage: 100%
Unhealthy plant at (0, -6)
Robot position is (0, -7)
Battery Percentage: 100%
Robot position is (0, -8)
Battery Percentage: 100%
Robot position is (1, -8)
Battery Percentage: 100%
Robot position is (2, -8)
Battery Percentage: 100%
Robot position is (3, -8)
Battery Percentage: 100%
Robot position is (4, -8)
Battery Percentage: 100%
Robot position is (5, -8)
Battery Percentage: 100%
Healthy plant at (7, -8)
Robot position is (6, -8)
Battery Percentage: 100%
Robot position is (7, -8)
Battery Percentage: 100%
Robot position is (8, -8)
Battery Percentage: 100%
Robot position is (9, -8)
Battery Percentage: 99%
Robot position is (10, -8)
Battery Percentage: 99%
Robot position is (11, -8)
Battery Percentage: 99%
Robot position is (12, -8)
Battery Percentage: 99%
Robot position is (13, -8)
Battery Percentage: 99%
Robot position is (14, -8)
Battery Percentage: 99%
Healthy plant at (15, -9)
Robot position is (15, -8)
Battery Percentage: 99%
Robot position is (16, -8)
Battery Percentage: 99%
Robot position is (15, -8)
Battery Percentage: 99%
Robot position is (15, -7)
Battery Percentage: 99%
Robot position is (14, -7)
Battery Percentage: 99%
Robot position is (13, -7)
Battery Percentage: 99%
Robot position is (13, -6)
Battery Percentage: 99%
Unhealthy plant at (12, -5)
Robot position is (12, -6)
Battery Percentage: 99%
Robot position is (12, -5)
Battery Percentage: 99%
Robot position is (11, -5)
Battery Percentage: 99%
Robot position is (10, -5)
Battery Percentage: 99%
Healthy plant at (10, -3)
Robot position is (10, -4)
Battery Percentage: 99%
Robot position is (10, -3)
Battery Percentage: 99%
Robot position is (10, -2)
Battery Percentage: 99%
Robot position is (9, -2)
Battery Percentage: 99%
Robot position is (8, -2)
Battery Percentage: 99%
Robot position is (8, -1)
Battery Percentage: 99%
Robot position is (7, -1)
Battery Percentage: 99%
Robot position is (7, 0)
Battery Percentage: 99%
Robot position is (7, 1)
Battery Percentage: 99%
Robot position is (6, 1)
Battery Percentage: 99%
Robot position is (6, 2)
Battery Percentage: 99%
Robot position is (6, 3)
Battery Percentage: 99%
Robot position is (6, 4)
Battery Percentage: 99%
Robot position is (5, 4)
Battery Percentage: 99%
Robot position is (5, 5)
Battery Percentage: 99%
Robot position is (5, 6)
Battery Percentage: 99%
Robot position is (5, 7)
Battery Percentage: 99%
Robot position is (4, 7)
Battery Percentage: 99%
Robot position is (4, 8)
Battery Percentage: 99%
Robot position is (4, 9)
Battery Percentage: 99%
Robot position is (4, 10)
Battery Percentage: 99%
Healthy plant at (4, 12)
Robot position is (4, 11)
Battery Percentage: 99%
Unhealthy plant at (5, 12)
Robot position is (4, 12)
Battery Percentage: 99%
Robot position is (4, 13)
Battery Percentage: 99%
Robot position is (4, 14)
Battery Percentage: 99%
Robot position is (4, 15)
Battery Percentage: 99%
Robot position is (3, 15)
Battery Percentage: 99%
Robot position is (2, 15)
Battery Percentage: 99%
Robot position is (2, 14)
Battery Percentage: 99%
Robot position is (3, 14)
Battery Percentage: 99%
Robot position is (4, 14)
Battery Percentage: 99%
Robot position is (4, 13)
Battery Percentage: 99%
Robot position is (4, 12)
Battery Percentage: 99%
Robot position is (4, 11)
Battery Percentage: 99%
Robot position is (4, 10)
Battery Percentage: 99%
Robot position is (4, 9)
Battery Percentage: 99%
Robot position is (4, 8)
Battery Percentage: 99%
Robot position is (4, 7)
Battery Percentage: 99%
Robot position is (4, 6)
Battery Percentage: 99%
Robot position is (4, 5)
Battery Percentage: 99%
Robot position is (4, 4)
Battery Percentage: 99%
Robot position is (4, 3)
Battery Percentage: 99%
Robot position is (4, 2)
Battery Percentage: 99%
Robot position is (4, 1)
Battery Percentage: 99%
Robot position is (4, 0)
Battery Percentage: 99%
Healthy plant at (3, -1)
Robot position is (4, -1)
Battery Percentage: 99%
Robot position is (4, -2)
Battery Percentage: 99%
Robot position is (4, -3)
Battery Percentage: 99%
Robot position is (5, -3)
Battery Percentage: 99%
Robot position is (5, -4)
Battery Percentage: 99%
Robot position is (5, -5)
Battery Percentage: 99%
Robot position is (5, -6)
Battery Percentage: 99%
Robot position is (5, -7)
Battery Percentage: 99%
Robot position is (5, -8)
Battery Percentage: 99%
Robot position is (5, -9)
Battery Percentage: 99%
Robot position is (5, -10)
Battery Percentage: 99%
Healthy plant at (4, -11)
Robot position is (5, -11)
Battery Percentage: 99%
Robot position is (4, -11)
Battery Percentage: 99%
Robot position is (4, -10)
Battery Percentage: 99%
Robot position is (4, -9)
Battery Percentage: 99%
Robot position is (4, -8)
Battery Percentage: 99%
Robot position is (3, -8)
Battery Percentage: 99%
Robot position is (2, -8)
Battery Percentage: 99%
Robot position is (1, -8)
Battery Percentage: 99%
Robot position is (0, -8)
Battery Percentage: 99%
Robot position is (0, -7)
Battery Percentage: 99%
Robot position is (0, -6)
Battery Percentage: 99%
Robot position is (0, -5)
Battery Percentage: 99%
Robot position is (0, -4)
Battery Percentage: 99%
Healthy plant at (1, -3)
Robot position is (0, -3)
Battery Percentage: 99%
Robot position is (0, -2)
Battery Percentage: 99%
Robot position is (0, -1)
Battery Percentage: 99%
Robot position is (0, 0)
Battery Percentage: 99%
Healthy plant at (0, 2)
Robot position is (0, 1)
Battery Percentage: 99%
Robot position is (0, 2)
Battery Percentage: 99%
Robot position is (0, 3)
Battery Percentage: 99%
Robot position is (0, 4)
Battery Percentage: 99%
Robot position is (0, 5)
Battery Percentage: 99%
Robot position is (0, 6)
Battery Percentage: 99%
Robot position is (0, 7)
Battery Percentage: 99%
Robot position is (0, 8)
Battery Percentage: 99%
Robot position is (0, 9)
Battery Percentage: 99%
Robot position is (0, 10)
Battery Percentage: 99%
Robot position is (-1, 10)
Battery Percentage: 98%
Robot position is (-1, 9)
Battery Percentage: 98%
Robot position is (-2, 9)
Battery Percentage: 98%
Robot position is (-3, 9)
Battery Percentage: 98%
Robot position is (-3, 8)
Battery Percentage: 98%
Robot position is (-3, 7)
Battery Percentage: 98%
Unhealthy plant at (-2, 6)
Robot position is (-3, 6)
Battery Percentage: 98%
Robot position is (-4, 6)
Battery Percentage: 98%
Robot position is (-4, 5)
Battery Percentage: 98%
Robot position is (-4, 4)
Battery Percentage: 98%
Robot position is (-4, 3)
Battery Percentage: 98%
Robot position is (-4, 2)
Battery Percentage: 98%
Robot position is (-5, 2)
Battery Percentage: 98%
Robot position is (-5, 1)
Battery Percentage: 98%
Robot position is (-6, 1)
Battery Percentage: 98%
Robot position is (-6, 0)
Battery Percentage: 98%
Robot position is (-7, 0)
Battery Percentage: 98%
Robot position is (-8, 0)
Battery Percentage: 98%
Robot position is (-9, 0)
Battery Percentage: 98%
Robot position is (-10, 0)
Battery Percentage: 98%
Robot position is (-10, -1)
Battery Percentage: 98%
Robot position is (-11, -1)
Battery Percentage: 98%
Robot position is (-11, -2)
Battery Percentage: 98%
Robot position is (-12, -2)
Battery Percentage: 98%
Robot position is (-12, -3)
Battery Percentage: 98%
Robot position is (-13, -3)
Battery Percentage: 98%
Robot position is (-12, -3)
Battery Percentage: 98%
Robot position is (-11, -3)
Battery Percentage: 98%
Robot position is (-11, -2)
Battery Percentage: 98%
Robot position is (-11, -1)
Battery Percentage: 98%
Robot position is (-10, -1)
Battery Percentage: 98%
Robot position is (-10, 0)
Battery Percentage: 98%
Robot position is (-10, 1)
Battery Percentage: 98%
